"job_title","hiring_company","location","salary","job_url_joined","job_description"
"Data Science Consultant","Accenture","New York, NY","Estimated: $100,000 - $140,000 a year","https://www.simplyhired.com/job/NxR2xn_ADSNDH_NOXgkKpRxDeVAWzPuefJjVlKm7vVLvXwBcnIz-_g?q=data+scientist","We are:
Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us? Solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. We believe a mix of data, analytics, automation, and responsible AI can do almost anything—spark digital metamorphoses, widen the range of what humans can do, and breathe life into smart products and services. Want to join our crew of sharp analytical minds? Visit us here to find out more about Applied Intelligence.
You are:
A data specialist with serious analytical and statistical chops. You know how to take massive amounts of data and find the insights our clients need to help their companies do more.
The work:
Use statistics, data mining, machine learning, and deep learning techniques to deliver data driven insights for the resources industry
Work with Accenture teams and clients to understand their challenges and create solutions
Work with Accenture teams and clients to understand their challenges and create solutions
Be a thought leader for your team on projects and about leading technologies
Stay on top of trends in AI
Here’s what you need:
At least 3 years’ working in data science using statistics
At least 2 years’ developing machine learning methods
At least 2 years’ working with data science tools like Python, R, Scala, Julia, or SAS
At least 2 years’ experience with techniques like clustering, regression, optimization, and neural networks
A Bachelor’s degree in data science and related disciplines like mathematics, statistics,computer science, physics, or related fields
Bonus points if:
You’ve got a Master’s degree in statistics, econometrics, mathematics, or statistics
Data science is your passion and you’re creative and forward thinking
You know your way around cloud services like AWS, Google and Azure and big data tools like Hadoop, Hive and Spark
You’ve got know-how in AI, machine learning, data science, and other related areas
Your consulting experience matches your analytical chop
Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Accenture is an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity
All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Accenture is committed to providing veteran employment opportunities to our service men and women."
"Data Scientist","Butterfly Network","New York, NY","Estimated: $94,000 - $130,000 a year11d","https://www.simplyhired.com/job/qeM-F2EOkQM6ZHGzlWg36dCpKNG1FPyW8Nvu-seMGJNfugAh5XccbQ?q=data+scientist","Job Description

We are looking for a highly motivated and experienced data scientist to drive data-driven strategy and product decisions. You will be responsible for extracting actionable insights from the usage of our mobile, web and e-commerce apps as well from sales, marketing and manufacturing datasets. The ideal candidate will have experience understanding levers to improve engagement with SaaS products and with boosting conversion for e-commerce flows. The role is anticipated to grow quickly with the company’s success allowing the candidate to build a world-class team.
As part of our team, your core responsibilities will be:
Model lead and customer behavior to direct marketing and sales strategy, e.g. customer segmentation, predict Net Promoter Score, identification of potential churn risk and upsell opportunities.
Analyze e-commerce data to identify opportunities to improve conversion. Run A/B testing to test hypotheses and optimize e-commerce platform
Provide data to inform cloud and mobile app product roadmap. Segment users, design and surface key metrics (e.g user retention), analyze feature usage, identify associations between mobile and web usage,
Identify opportunities to improve customer support. Alert on emergent reliability issues based on support interactions, cluster patterns of failure e.g. using NLP, work with manufacturing team to predict issues based on self-test data
Build dashboards and presentations to surface insights to leadership
Make data accessible to the company as a whole with self-service tools and training

Qualifications
Baseline skills/experiences/attributes:
Bachelor’s or higher degree in a quantitative field
3 + years of data science experience
Knowledge of statistics including hypothesis testing
Knowledge of supervised and unsupervised ML techniques for data science: clustering, association-rule mining, prediction, anomaly detection
Deep experience with Python data science ecosystem: pandas, numpy, scipy, Jupyter Notebooks/Labs
Advanced SQL user
Able to create compelling data visualizations, using Tableau or similar tooling
Able to manage projects with technical and non-technical stakeholders in a fast-paced environment
Knowledge of data model for source operational systems beneficial (Netsuite, Salesforce, Zendesk)
Ideally, you also have these skills/experiences/attributes (but it’s ok if you don’t!):

Knowledge of Git, Airflow and Google Cloud Platform tools

Additional Information
We offer great perks:
Fully covered medical insurance plan, and dental & vision coverage - as a health-tech company, we place great worth on our teams’ well-being
Competitive salaried compensation - we value our employees and show it
Equity - we want every employee to be a stakeholder
Pre-tax commuter benefits - we make your commute more reasonable
Free onsite meals + kitchen stocked with snacks.
401k plan - we facilitate your retirement goals
Beautiful office overlooking the Flatiron building in NYC
The opportunity to build a revolutionary healthcare product and save millions of lives!
For this role, we provide visa assistance for qualified candidates.

Butterfly network does not accept agency resumes.

Butterfly Network Inc. is an E-Verify Company and is an equal opportunity employer regardless of race, color, ancestry, religion, gender, national origin, sexual orientation, age, citizenship, marital status, disability or Veteran status. All your information will be kept confidential according to EEO guidelines."
"Data Scientist","New York University","New York, NY","Estimated: $89,000 - $120,000 a year","https://www.simplyhired.com/job/D8BI_YlC9sptXP3vNj_Hx6fNDHAShMciMzFlxivdlJixNMNWRAT04g?q=data+scientist","Position Summary
The Data Scientist will transform, analyze, package and present data to university administrative leadership to inform policy and decision making. The Data Scientist, in collaboration with stakeholders, develops innovative strategies for data derived insights.
Qualifications
Required Education:
Master's Degree or equivalent
Preferred Education:
Master's Degree Quantitative degree (Engineering, Mathematics, Statistics, Computer Science or computation-intensive Sciences and Humanities).
Required Experience:
5+ years experience translating business problems into data problems with different stakeholders or equivalent combination of education and experience. Relevant training/experience in data science and/or statistical methods.
Preferred Experience:
2+ years Experience in quantitative and qualitative research, statistical analysis, reporting, and/or data analysis of large, longitudinal data sets. Familiarity with the operational and business needs of a large higher education institution.
Required Skills, Knowledge and Abilities:Demonstrated experience querying and processing large data sets. • Demonstrated experience analyzing and reporting on large data sets. • Demonstrated ability to tell stories with data using data visualization software or other reporting/BI tools (such as Tableau, PowerBI, ArcGIS, etc.). • Demonstrated experience in programming/scripting languages and statistical software (such as R, Python, or other programming language). • Demonstrated strong verbal and interpersonal communication skills. • Demonstrated proficiency in written communication skills. • Demonstrated ability to communicate advanced analytical concepts and complex quantitative analysis in a concise, clear and actionable manner. • Demonstrated ability to respond to changing priorities and ensure timely, accurate deliverables. • Demonstrated ability to work with diverse groups/populations.Preferred Skills, Knowledge and Abilities:Demonstrated experience in manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources. • Demonstrated experience with intermediate statistical methods. • Demonstrated familiarity with diverse data analytics tools. • Demonstrated project management experience. • Demonstrated knowledge of database & data management concepts.
Additional Information
NYU aims to be among the greenest urban campuses in the country and carbon neutral by 2040. Learn more at nyu.edu/sustainability.

EOE/AA/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender Identity"
"Customer Data Scientist (New York)","h2o.ai","New York, NY","Estimated: $120,000 - $150,000 a yearSimply Apply","https://www.simplyhired.com/job/9bxeeEXdQXM5dyL1TgWlacR49rLnAvvnShfHfoar1qiElkzCh7lneg?q=data+scientist","Company Overview

H2O.ai is the open source leader in AI with a mission to democratize AI for everyone. H2O.ai is transforming the use of AI with software with its category-creating visionary open source machine learning platform, H2O. More than 18,000 companies use open-source H2O in mission-critical use cases for Finance, Insurance, Healthcare, Retail, Telco, Sales and Marketing. H2O Driverless AI uses ""AI to do AI"" in order to provide an easier, faster and cost-effective means of implementing data science. H2O.ai partners with leading technology companies such as NVIDIA, IBM, AWS, Intel, Microsoft Azure and Google Cloud Platform and is proud of its growing customer base which includes Capital One, Progressive Insurance, Comcast, Walgreens and MarketAxess. For more information and to learn more about how H2O.ai is driving an AI Transformation, visit www.h2o.ai.
Job Summary:
Can you code proficiently in at least one language used by data scientists and/or data engineers, and does it excite you to learn more?

Are you skilled at predictive modeling?

Do you view communication skills just as important as technical ones?

Can you listen to the needs of your peers and customers and adapt where need be?

Do you have a competitive drive to be the best you can be?

Can you finish what you start?

Can you own assignments given to you?

If the answer is ""yes"" to these questions, you potentially could be an excellent fit to join the team of customer engineering makers at H2O.ai. We deliver world-class solution experiences for our customers and drive revenue for our organization. Some of the technical projects you will work on include: training advanced machine learning models at scale in distributed environments, influencing next generation data science tools and data products, and pioneering ideas and products in new areas, such as machine learning interpretability, automatic machine learning, model management, deployment pipelines, and GPU computing.
Responsibilities and Duties:
As a Customer Data Scientist, you will be part of Customer Success team working closely with sales directors to:

Problem solve and assess technical problems, determine solutions, and work with internal engineering and customer teams to resolve them

Demonstrate ML solutions with engaging storytelling and technical accuracy

Architect, Design, and Deliver end to end machine learning workflows and systems from data ingestion to model deployment

Provide best practices and guidance to customers on machine learning workflows and systems from data ingestion to model deployment

Own account-related technical activities and relationships

Translate business use cases and requirements into technical ones
Communicate effectively to a diverse audience, including: engineers, business people, and executives. Audiences will be large and small, and interactions will be in-person and online.

Drive field feedback back into product development and be very hands-on for all technical activities

Qualifications and Skills

Bachelor's degree in engineering, computer science, mathematics or a related field. Graduate degree is a plus.

2+ years' experience with performing hands on Data Science and Machine Learning

Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.

Visualization skills using R, Python or other languages and frameworks.

Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.

2+ years' experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data sets.

2+ year working with data in Hadoop and /or Spark ecosystem.
Desirable: Maker mindset, coachable, and have an urge to learn/master new technologies.

H2O.ai Perks!

Flexible work hours and time off.
H2O.ai is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, sexual orientation, gender identity, disability or veteran status.

1PpI3hq6wW"
"Data Scientist","New York City DEPT OF INFO TECH & TELECOMM","Manhattan, NY","$63,000 - $150,000 a year","https://www.simplyhired.com/job/Tt8dHFgTVE0FUkN-4Rpcj0Q-D5aOYSLyRtRGsZAKx4jXb7oSPO18ug?q=data+scientist","The Mayor’s Office of the Chief Technology Officer (MOCTO) facilitates citywide coordination and collaboration on technology issues, serves as a catalyst for and advises agencies on innovation, and interacts with the wider New York City technology ecosystem. MOCTO proactively engages with technologists to help influence the delivery of new technologies that can positively impact the public realm. MOCTO helps prepare the City for technology transformation and the outcomes that will impact the future of our City, from urban planning, to government services, to policy and decision-making.

The Data Scientist will report to the Deputy Chief Technology Officer for Digital in the Mayor’s Office of the Chief Technology Officer (MOCTO).
Responsibilities will include:Work closely with Product Managers and Web Developers to gain insights from data in order to deliver higher quality, lower cost services online;Work under the direction of a Product Manager when working on a specific team, product, or project;Manipulate and analyze data to identify patterns and predict outcomes;Create data visualizations to communicate insights;Establish data-related project deliverables, including: scope, timeline, reporting cadence, impact, quality measures, and technical documentation;Perform special technology or data science-related projects, as assigned;Build predictive analytics models.
The position’s responsibilities include commitment to and compliance with the City’s EEO policy.
Minimum Qual Requirements
1. A baccalaureate degree from an accredited college including or supplemented by 24 credits in the field of voice and/or data telecommunications or in a pertinent scientific, technical, electronic or related area, and four years of satisfactory fulltime experience in the performance of analytical, planning, operational, technical, or administrative duties in a voice and/or data telecommunications or closely related electronics planning, management, and/or service organization, one year of which must have been in a highly specialized capacity and 18 months must have been in an executive, managerial, or administrative capacity or in the supervision of staff performing work in the voice and/or data telecommunications field; or
2. An associate degree from an accredited college including or supplemented by 12 credits in the field of voice and/or data telecommunications or in a pertinent, scientific, technical, electronic or related area and five years of experience as described in ""1"" above; or
3. Education and/or experience equivalent to ""1"" above. However, all candidates must have at least a four-year high school diploma or its educational equivalent and one year of the specialized experience as described in ""1"" above and must possess the 18 months of executive, managerial, administrative or supervisory experience as described in ""1"" above.
Preferred Skills
The preferred candidate should possess the following:3+ years of relevant work and/or academic experience, including experience in high-pressure, entrepreneurial environments;A combination of statistics and computer science fluency;Deep familiarity with Python and R;A reviewable portfolio of data visualizations;Data imaging and processing experience;Comfort working with both structured and unstructured data;Experience in building and manipulating predictive analytics models;Knowledge of commonly used databases, such as SQL, MySQL, and Mongo DB;A growth mindset.
To Apply
Special Note: Taking and passing civil service exams are necessary to maintain employment with the City of New York. Please check the Department of Citywide Administrative Services (DCAS) website (http://www.nyc.gov/html/dcas/html/work/exam_monthly.shtml) for important exam filing information. Please ensure that you are either a permanent employee in the civil service title listed on this posting, or, that you file for the examination when there is an open filing period. For more information regarding the civil service process, please visit the DCAS website at: http://www.nyc.gov/html/dcas/html/work/work.shtml
Interested applicants with other civil service titles who meet the preferred requirements should also submit a resume for consideration
For City employees, please go to Employee Self Service (ESS), click on Recruiting Activities > Careers, and search for Job ID #405566
For all other applicants, please go to www.nyc.gov/jobs/search and search for Job ID #405566

SUBMISSION OF A RESUME IS NOT A GUARANTEE THAT YOU WILL RECEIVE AN INTERVIEW
APPOINTMENTS ARE SUBJECT TO OVERSIGHT APPROVAL
The Department of Information Technology & Telecommunications and the City of New York are equal opportunity employers.
DoITT participates in E-Verify
Hours/Shift
Day - Due to the necessary support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.
Work Location
New York, NY
Residency Requirement
New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview."
"Data Scientist","DataDog","New York, NY","Estimated: $120,000 - $150,000 a year","https://www.simplyhired.com/job/4lksUZ1uwVXLgmzFdKHP_A-WH-jcPRTCJvX0WUZbAbWRdOBI3h4ong?q=data+scientist","At Datadog, we’re on a mission to build the best monitoring platform in the world. We operate at high scale—trillions of data points per day—and high availability, providing always-on alerting, visualization, and tracing for our customers' infrastructure and applications around the globe.

Our engineering culture values pragmatism, honesty, and simplicity to solve hard problems the right way. We need you to design and build machine learning-powered products that help our customers learn from their data and make better decisions in real-time.

You will have a fantastic team of data engineers to support you, a collaborative environment to encourage your work, and the best technologies for performing data science at high scale in your toolkit.

Join us to build powerful, intelligent data systems. In a typical week as a Data Scientist, you might:

Present the latest academic research papers to your team.
Research and benchmark the latest algorithms that can be used for our particular use-cases.
Apply machine learning algorithms and statistical techniques to build new product features.
Deploy a new feature to production, instantly affecting customers with your work.
Mentor other data scientists on your team.
Explore and find meaning in extremely high volumes of data.
Investigate and fix a production issue from a service your team owns.
Requirements

You have 2 + years professional experience
You are fluent with SQL / relational algebra.
You have mastered working with data in a language such as Python, R, or Julia.
You’ve done data science at high scale with tools like Hadoop and Spark.
You have backend programming experience in one or more languages.
You have significant experience applying machine learning to real business problems.
You want to work in a fast, high-growth startup environment and thrive on autonomy.
You care about code simplicity and performance.
You have a BS/MS/PhD in a scientific field or equivalent experience.
You can explain complex ideas and algorithms in understandable ways.
Bonus points

You’ve written production data pipelines.
You’re familiar with time series analysis."
"Data Scientist","United Technologies Corp. Headquarters","Brooklyn, NY","Estimated: $110,000 - $160,000 a year","https://www.simplyhired.com/job/gDgA1T2f2wPR_ye5pS3bNbW4ZKuUZcmLtuRdQ0uLUIZbbFbwGS9NXQ?q=data+scientist","Date Posted:
2019-05-08-07:00
Country:
United States of America
Location:UTNB1: Corp - Brooklyn NY 55 Water St, Brooklyn, NY, 11201 USA
United Technologies Corporation (UTC) has a deep history of innovation that brings together big thinkers, problem solvers and a culture for pushing the boundaries of what’s possible. Our global reach and rich history uniquely positions us to succeed in the new digital economy. Our investment in digital innovations will make travel better, people safer and urbanizing cities more comfortable and connected.

UTC is committed to leading in the digital era and will unleash the size and scale of its businesses on the digital world of big data and the Internet of Things. We are looking for the very best thought and technology leaders who will help grow our Digital Accelerator in Atlanta, GA. Come join us in this journey.
About United Technologies NYSE UTX:
With revenues of approximately $57 billion, United Technologies Corporation (UTC) is a Fortune 50 company that provides high technology products and services for the aerospace and commercial building industries. Our aerospace businesses include Pratt & Whitney and UTC Aerospace Systems. Pratt & Whitney is a world leader in the design, manufacture and service of aircraft engines. UTC Aerospace Systems is one of the world’s largest suppliers of technologically advanced, aerospace and defense products.

Our commercial building businesses include Otis Elevator and Climate, Controls & Security. Otis is the world’s largest manufacturer and maintainer of people-moving products, including elevators, escalators and moving walkways. UTC Climate, Controls & Security is a leading provider of heating, air conditioning and refrigeration systems, building controls and automation, and fire and security systems. These companies are leading to safer, smarter, sustainable and high-performance buildings.

Ranked among the world’s greenest companies, we do business in virtually every country of the world and have over 200,000 employees globally.
Position:
We are seeking highly motivated data scientists to join the Predikto team in Atlanta, GA. We are looking for people who have a passion for analyzing and uncovering digital insights from large, complex streams of data derived from the worlds most advanced aerospace, aviation and building management systems.

As a member of the team, you will work on the research, development, and implementation of complex machine learning systems to predict rare events and faults in aerospace and building system components.

This position will provide the unique opportunity to operate in a start-up-like environment within a Fortune 50 company. Our digital focus is geared towards releasing the insights inherent UTCs best-in-class products and services. Together we aim to achieve new levels of productivity by changing the way we work and identifying new sources of growth for our customers.
Job Responsibilities include:
Develop models and algorithms that will improve how we design, manufacture, monitor, and maintain industrial assets such as jet engines, aviation systems, elevators, HVAC, and other commercial systems
Conduct exploratory data analysis
Participate in early stage R&D work to further advance the ML platform
Collaborate with software development to implement and deploy newly developed technologies and algorithms
Work with business units and lead data scientists to implement real-world critical use cases on the platform
Build scripts to automate, clean, transform, cross-reference and merge large sources of data utilizing Python
Results-oriented with a strong sense of ownership in delivering for our customer and businesses
Qualification:
5+ years related experience
Deep knowledge of machine learning, statistics, optimization or related field
Experience with R, Python, Perl, Matlab
Experience with industrial/commercial applications of data science including prognostic and health management, supply chain optimization, and human capital management is a significant plus
Excellent written and verbal communication skills along with the ability to well work in cross functional teams
Work experience in programming, data science, machine learning
Motivated self-starter with a strong enthusiasm to learn
Results-oriented with strong communication and customer focus
Ability to deal well with ambiguous and undefined problems
Education:
Masters or PhD in engineering, computer science, statistics, or operations research or related technical discipline"
"Data Scientist","TripleLift","New York, NY","Estimated: $94,000 - $130,000 a year","https://www.simplyhired.com/job/QKscVdXtEmveMu2YCsENSE2wCljK4f8TRtXDfG5R4DZ8EgnmU2lN9w?q=data+scientist","The Role

TripleLift is seeking an experienced data scientist to join our team full time. We are a fast growing startup in the advertising technology sector, trying to tackle some of the most challenging problems facing the industry. As a senior data scientist, you will responsible for exploring and leveraging our data in order to turn into actionable insights that help push the business forward for TripleLift and our customers. This includes optimizing our bidding algorithm, improving our computer vision logic, and planning and executing experiments to understand our real time bidding marketplace.

About TripleLift

TripleLift is building ads that people enjoy.

Advertising is an essential part of the internet. Yet most ads are either never noticed, or are interruptive. We make advertising that's helpful and effective.

We believe that by recreating the advertising experience to be seamless and focused on content, we can usher in a new era of content monetization. All day we are bombarded by ads online, many of which were created over 20 years ago. TripleLift is building the ad experience of the future.

TripleLift is focused on delivering consumer-focused, digital advertising technology that seamlessly integrate native advertising into every channel of content consumption, including web, app, branded content, and connected TV. By utilizing our proprietary computer vision technology, TripleLift is able to dynamically assemble native ads that match publisher content that are accessible through the industry's first real-time, native programmatic exchange.

TripleLift is one of the fastest growing companies in America, and has achieved a diversity of product lines, a leadership position in its industry and is regularly recognized as an innovator in its space - all while being consistently profitable.

Core Technologies

The Data Science team employs a wide variety of technologies to accomplish our goals. From our early days, we've always believed in using the right tools for the right job, and continue to explore new technology options as we grow. The Data Science team uses the following technologies at TripleLift:
Languages: Python, R, Java 8Frameworks: Spark, Airflow, DataBricksDatabases: MySQL, Redshift, MongoDB, S3/ParquetAmazon Web Services to keep everything running
Responsibilities
Optimize our estimation models in order to improve the performance of our bidding algorithm and maximize performance for our customers;Plan, execute, and analyze experiments to understand the dynamics of our real time bidding marketplace;Eagerly explore the dark corners of our data in order to push our business forward.
Desired Skills and Attributes
Strong Python skills, Spark is a plus;Proven experience building out predictive and forecasting models;Comfortable taking ownership of projects and showcasing key accomplishments;Strives for continued learning opportunities to build upon craft;Excellent organizational skills and attention to detail;Ability to work quickly and independently with minimal oversight;Ability to work under pressure and multitask in a fast-paced start-up environment;Desire to accept feedback and constructive criticism;Extremely strong and demonstrable work ethic;Proven academic and/or professional achievement.
Education Requirement

A Bachelor's degree in a technical subject is preferred, although candidates with relevant experience who hold other degrees will be considered.

Experience Requirement

At least three years of working experience in a professional, collaborative environment.

Location

New York, NY

Benefits and Company Perks
Amazing company cultureComprehensive Medical, Dental and Vision insuranceEquity options401(k) programSnacks on snacks on snacksYoga, massages, and mealsOngoing professional development
TripleLift Awards
Inc. Magazine's list of fastest-growing companies - 2017, 2018, 2019Crain's Best Places to Work - 2015, 2016, 2017, 2018Forbes Next Billion Dollar Companies - 2018 Inc.Crain's Fast 50, Fastest Growing Companies in New York - 2017, 2018Deloitte Technology Fast 500 - 2017, 2018CEO & Co Founder Eric Berry won the Ernst & Young Entrepreneur Of The Year 2019 New York Marketing and Advertising AwardNote: The Fair Labor Standards Act (FLSA) is a federal labor law of general and nationwide application, including Overtime, Minimum Wages, Child Labor Protections, and the Equal Pay Act. This role is a FLSA exempt role."
"Data Scientist","Blue Apron","New York, NY","Estimated: $87,000 - $120,000 a year","https://www.simplyhired.com/job/Iw1ZR-4F45dGTcBaf-aqSx2gmP_AFR3Am9ai08enTo0XHckXg0ivwQ?q=data+scientist","THIS IS BLUE APRON

At Blue Apron, our mission is to make incredible home cooking accessible to everyone—from the novice cook just getting started to the experienced chef. Each week we send hundreds of thousands of customers all the pre-measured and perfectly proportioned ingredients they need to prepare delicious and healthy meals at home. We introduce our members to new ingredients, flavors, and cooking techniques with seasonally inspired recipes that are always delicious, fun and easy to prepare. We make fresher, healthier food available at better prices by rethinking the grocery supply chain from the table all the way back to the farm.

WHO'S IN THE KITCHEN

Blue Apron's Analytics and Business Insights team develops critical metrics, actionable insights and insightful forecasts on our rapidly expanding customer base and the broader meal kit marketplace. This team also powers business decisions around complex supply chain and logistical challenges.

WHAT'S ON THE MENU

The Data Scientist will drive efforts to iteratively improve Blue Apron's long and near term forecasting methodologies and company-wide testing methodologies. This will include efforts to size risk and opportunity, diligently test new testing infrastructure, and determine the success of strategies in marketing, digital and physical products changes.

Candidates will be motivated self-starters who are comfortable navigating large datasets, building and/or interpreting predictive models, partnering with technical teams, and understanding customer demand signals. They will be intimately familiar with advanced statistical testing methodology and interpretation. They will be comfortable presenting findings through both verbal and written formats. Candidates will feel confident in their abilities to influence decision making at the highest levels, understand requirements in working with cross functional teams, and be confident in presenting to individuals of all levels throughout the company.
Key responsibilities include:Work closely with Demand Forecasting & Operations, Engagement Analytics, Acquisition Analytics, and Data Engineering teams to enable continuous implementation of sophisticated predictive statistical models on big data by developing new data sources, testing model enhancements, running computational experiments, and fine-tuning model parametersFormalizing assumptions about how demand forecasts are expected to behave, creating definitions of outliers, developing methods to systematically identify outliersFinding root causes of forecast inaccuracy for Near-term and Long-term ForecastingOwns the design, development, and publication of automated A/B testing reports, including the accuracy of the underlying dataCounsel business owners for hypothesis and success metrics definition as well as result interpretation and business impactsHave a deep understanding of statistics and testing methodologies
NECESSARY INGREDIENTS
Bachelor's or Master's degree in a quantitative field such as Statistics, Applied Mathematics, Physics, Engineering, Computer Science, or Economics2-5 years of experience in time series forecasting and in applying descriptive statistics, building predictive models and visualization to solve real-world problems2+ years of experience with data querying languages (e.g. SQL) and statistical/mathematical software (e.g. R, Python)Proven ability to convey rigorous technical concepts and considerations to non-expertsStrong statistics knowledge and experience to strengthen the validity of A/B tests, including statistical distributions and testing/sampling methodologies.In depth knowledge of web and mobile analytics (Google Analytics or Amplitude) a plusNatural curiosity and desire to learn
Blue Apron provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Blue Apron complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training."
"Data Analyst","Revel","Brooklyn, NY","Estimated: $84,000 - $120,000 a year","https://www.simplyhired.com/job/BXPgo187eAAkRTpa-ywspQR-muDXbZS6CqtfymQNvzl53QelZbbHwg?q=data+scientist","Our Mission

Move people.

Our Values

We are independent. Creative. Gutsy. We aren’t afraid to dream big. We are accountable. To our customers. To our cities. To each other. We are humble. Human. Lighthearted. We take our work seriously, but not ourselves.

Mobility is the lifeblood of urban environments and cities need affordable, emissions-free transportation options that are free of delays. We believe that shared electric mopeds will become an integral part of transit networks, filling gaps not served by bike share, car share, scooter share, or public transit.

About the role

We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. With access to warehouses of real-time geospatial data as well as business operations data, this role will work with the rest of the Data Science team to develop both predictive and descriptive reporting, visualize data, and automate associated processes. You will report to the Senior Analyst, Data Science and Analytics.
Technical Requirements
2-3 years experience working as a data scientist/data analyst
An applied understanding of machine learning and other modeling techniques
Experience working with large data sets - geospatial data is a plus
Strong knowledge of R, Python and SQL, particularly Postgres and PostGIS
Experience with data visualization toolsFamiliarity with AWS services such as Kinesis, S3, EC2, RDS, and Redshift
Ability to quickly understand new technologies and data environments
Experience with a Unix-based operating system
Non-Technical Requirements
Strong written and verbal communication skills
Ability to summarize key findings into clear and actionable recommendations, and to interact with individuals at all levels
Strong project management skills and ability to plan and prioritize work in a fast-paced environment
Sense of urgency and an ability to multitask
Team player and willing to pick up extra responsibilities as required
You are enthusiastic, reliable, and hardworking
You take your work seriously but not yourself
Responsibilties
Understand business needs across multiple tiers (for example, executive, operations and logistics, business strategy, customer acquisition and retention)
Build deep knowledge of relevant internal and external data repositories
Translate data into meaningful and insightful information for business users via appropriate tools
Work collaboratively with operations, customer success, marketing, product, finance, and other departments to help answer questions and define KPIs
Prioritize and respond to ad hoc requests for information from the business and productionalize as necessary
Build and automate visualizations and reporting"
